location,timestamp,is_alert,alert_minutes,day_of_week,hour
Kyiv_City,2026-06-01 20:00:00+03:00,1,24.983333333333334,Monday,20
Kyiv_City,2026-06-01 21:00:00+03:00,1,10.05,Monday,21
Kyiv_City,2026-06-01 22:00:00+03:00,1,22.316666666666666,Monday,22
Kyiv_City,2026-06-01 23:00:00+03:00,0,0.0,Monday,23
Kyiv_City,2026-06-02 00:00:00+03:00,0,0.0,Tuesday,0
Kyiv_City,2026-06-02 01:00:00+03:00,1,28.683333333333334,Tuesday,1
Kyiv_City,2026-06-02 02:00:00+03:00,1,60.0,Tuesday,2
Kyiv_City,2026-06-02 03:00:00+03:00,1,60.0,Tuesday,3
Kyiv_City,2026-06-02 04:00:00+03:00,1,39.233333333333334,Tuesday,4
Kyiv_City,2026-06-02 05:00:00+03:00,1,1.3833333333333333,Tuesday,5
Kyiv_City,2026-06-02 06:00:00+03:00,1,47.86666666666667,Tuesday,6
Kyiv_City,2026-06-02 07:00:00+03:00,1,33.60345,Tuesday,7
Kyiv_City,2026-06-02 08:00:00+03:00,0,0.0,Tuesday,8
Kyiv_City,2026-06-02 09:00:00+03:00,0,0.0,Tuesday,9
Kyiv_City,2026-06-02 10:00:00+03:00,0,0.0,Tuesday,10
Kyiv_City,2026-06-02 11:00:00+03:00,0,0.0,Tuesday,11
Kyiv_City,2026-06-02 12:00:00+03:00,1,0.7666666666666667,Tuesday,12
Kyiv_City,2026-06-02 13:00:00+03:00,1,28.05,Tuesday,13
Kyiv_City,2026-06-02 14:00:00+03:00,0,0.0,Tuesday,14
Kyiv_City,2026-06-02 15:00:00+03:00,0,0.0,Tuesday,15
Kyiv_City,2026-06-02 16:00:00+03:00,0,0.0,Tuesday,16
Kyiv_City,2026-06-02 17:00:00+03:00,0,0.0,Tuesday,17
Kyiv_City,2026-06-02 18:00:00+03:00,0,0.0,Tuesday,18
Kyiv_City,2026-06-02 19:00:00+03:00,0,0.0,Tuesday,19
Kyiv_City,2026-06-02 20:00:00+03:00,0,0.0,Tuesday,20
Kyiv_City,2026-06-02 21:00:00+03:00,1,24.733333333333334,Tuesday,21
Kyiv_City,2026-06-02 22:00:00+03:00,0,0.0,Tuesday,22
Kyiv_City,2026-06-02 23:00:00+03:00,0,0.0,Tuesday,23
Kyiv_City,2026-06-03 00:00:00+03:00,0,0.0,Wednesday,0
Kyiv_City,2026-06-03 01:00:00+03:00,0,0.0,Wednesday,1
Kyiv_City,2026-06-03 02:00:00+03:00,0,0.0,Wednesday,2
Kyiv_City,2026-06-03 03:00:00+03:00,0,0.0,Wednesday,3
Kyiv_City,2026-06-03 04:00:00+03:00,0,0.0,Wednesday,4
Kyiv_City,2026-06-03 05:00:00+03:00,0,0.0,Wednesday,5
Kyiv_City,2026-06-03 06:00:00+03:00,0,0.0,Wednesday,6
Kyiv_City,2026-06-03 07:00:00+03:00,0,0.0,Wednesday,7
Kyiv_City,2026-06-03 08:00:00+03:00,0,0.0,Wednesday,8
Kyiv_City,2026-06-03 09:00:00+03:00,0,0.0,Wednesday,9
Kyiv_City,2026-06-03 10:00:00+03:00,0,0.0,Wednesday,10
Kyiv_City,2026-06-03 11:00:00+03:00,0,0.0,Wednesday,11
Kyiv_City,2026-06-03 12:00:00+03:00,0,0.0,Wednesday,12
Kyiv_City,2026-06-03 13:00:00+03:00,0,0.0,Wednesday,13
Kyiv_City,2026-06-03 14:00:00+03:00,0,0.0,Wednesday,14
Kyiv_City,2026-06-03 15:00:00+03:00,0,0.0,Wednesday,15
Kyiv_City,2026-06-03 16:00:00+03:00,1,8.20925,Wednesday,16
Kyiv_City,2026-06-03 17:00:00+03:00,1,9.516666666666667,Wednesday,17
Kyiv_City,2026-06-03 18:00:00+03:00,0,0.0,Wednesday,18
Kyiv_City,2026-06-03 19:00:00+03:00,0,0.0,Wednesday,19
Kyiv_City,2026-06-03 20:00:00+03:00,0,0.0,Wednesday,20
Kyiv_City,2026-06-03 21:00:00+03:00,0,0.0,Wednesday,21
Kyiv_City,2026-06-03 22:00:00+03:00,0,0.0,Wednesday,22
Kyiv_City,2026-06-03 23:00:00+03:00,1,29.95,Wednesday,23
Kyiv_City,2026-06-04 00:00:00+03:00,0,0.0,Thursday,0
Kyiv_City,2026-06-04 01:00:00+03:00,0,0.0,Thursday,1
Kyiv_City,2026-06-04 02:00:00+03:00,0,0.0,Thursday,2
